Scheda uscita dati, Administrator: 
Nome operatore: 
Nome giocatore: Pino,Data: 17/05/2018,Orario: 20:15:05
Gioco: Keep Attention
Tempo di gioco,Frequenza target +,Frequenza target -,Velocità target +,Velocità target -,% Traiettoria obliqua,Contrasto target +,Contrasto target -,Vite a disposizione,Punteggio raggiunto,Target che arrivano da sinistra(parte bassa),Target che arrivano da sinistra(parte alta),Target che cadono dall'alto(parte sinistra),Target che cadono dall'alto(parte destra),Target che arrivano da destra(parte alta),Target che arrivano da destra(parte bassa)
30,1,3,0.3,0.2,0.5,1,0.5,3,1,1,1,2,8,2,2
