Scheda uscita dati, Administrator: 
Nome operatore: 
Nome giocatore: ,Data: 08/10/2018,Orario: 00:23:29
Gioco: Keep Attention
Tempo di gioco,Frequenza target +,Frequenza target -,Velocità target +,Velocità target -,% Traiettoria obliqua,Contrasto target +,Contrasto target -,Vite a disposizione,Punteggio raggiunto,Target che arrivano da sinistra(parte bassa),Target che arrivano da sinistra(parte alta),Target che cadono dall'alto(parte sinistra),Target che cadono dall'alto(parte destra),Target che arrivano da destra(parte alta),Target che arrivano da destra(parte bassa)
100,1,1,1,1,0,1,1,3,3,12,0,0,0,0,0
